id,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
374,601deb55eed90dc8a1815278fd70e691,"Các dự án BOT có thể đem lại nguồn thu ổn định cho Công ty CP Đầu tư hạ tầng kỹ thuật <URL>, nhưng gánh nặng tài chính là phép thử cho sức chịu đựng dài hơi của doanh nghiệp.",1592106882,1,0,0.0,0
3888,f0c8022d751860befc406d572e58b23d,"Uỷ ban Tư pháp của Quốc Hội đề nghị xem xét tính đúng đắn của quyết định giám đốc thẩm.
Còn tôi đề nghị xem xét lại 17 phán quan!
<URL>",1592397640.0,56,32,3,0
2634,56a3e28df70e9d598159022a18f9b8dd,"Đơn giản, bốn mùa sông vẫn chảy, thế giới này không chỉ có COVID-19",1586201869,5,0,0.0,0
2654,63e028d7b3e7ce7d3bb9bea942c18e08,"NÓI ĐI, NGẠI GÌ! | QUÁCH NGỌC TUYÊN TRỞ LẠI VỚI VI CÁ, TIẾT LỘ CHUYỆN TÌNH VỚI VỢ KÉM 10 TUỔI

Sau thành công của 'Vi Cá tiền truyện', Quách Ngọc Tuyên mua nhà, mua xe, lại bất ngờ lên chức bố. Những thắc mắc của người hâm mộ được nam nghệ sĩ chia sẻ thẳng thắn trong chương trình 'Nói đi, ngại gì!'. Mời khán giả theo dõi!

 #Giảicứutiểuthư #Gianghồchợmới #Thậptammuội #QuáchNgọcTuyên #ViCátiềntruyện #EllyTrần     #Nóiđingạigì",1590368501,111,12,17.0,0
665,b19c1ca64d313f74e34865d58060b877,"Ban Chỉ đạo Chống dịch Covid-19 tại Hà Nội sáng nay họp bất thường về công tác chống dịch trên địa bàn. Đây là cuộc họp bất thường thứ hai của Hà Nội kể từ khi có bệnh nhân đầu tiên ở thủ đô mắc Covid-19, tối 6/3.

Giám đốc Sở Y tế Hà Nội Nguyễn Khắc Hiền cho biết đến sáng nay đã lập danh sách 33 người tiếp xúc gần với cô Nhung và 90 người tiếp xúc gần với người tiếp xúc gần. Trong đó 27 người được lấy mẫu xét nghiệm, 25 mẫu đã có kết quả âm tính. Hai trường hợp nghi nhiễm còn lại gồm lái xe và bác gái bệnh nhân, chưa có kết quả xét nghiệm. 6 người khác đang được lấy mẫu xét nghiệm.

Trong số những người đã cách ly, quận Ba Đình có 3 người là nhân viên y tế của Bệnh viện Hồng Ngọc và một người trong tổ bay VN0054.

Quận Hoàn Kiếm có một người trú tại phố Phùng Hưng là nhân viên khách sạn tiếp xúc với cô Nhung. Một số hành khách khác trên chuyến bay cư trú rải rác tại quận Hoàn Kiếm.

Tại quận Hoàng Mai có 4 người cách ly, trong đó một bác sĩ trực tiếp điều trị cho cô Nhung, 2 nhân viên y tế và một kỹ thuật viên của Bệnh viện Hồng Ngọc. Bác sĩ và 2 nhân viên y tế cách ly tại Bệnh viện Bệnh Nhiệt đới Trung ương 2, còn người kỹ thuật viên cách ly tại Bệnh viện Thanh Nhàn.

Ở Quận Đống Đa có 15 trường hợp đang cách ly. Trong đó, một người là nhân viên y tế Bệnh viện Hồng Ngọc cách ly ở Bệnh viện Bệnh Nhiệt đới Trung ương 2. Có 26 người ở Ứng Hòa được cách ly tại cộng đồng do tiếp xúc với người tiếp xúc gần. Năm người trong gia đình người lái xe cho cô Nhung và một nhân viên bảo vệ được cách ly tại nhà.

Nhà, bệnh viện, các khu vực xung quanh nhà những người này đã được phun khử trùng và toàn bộ gia đình đưa đi cách ly hoặc giám sát y tế tại nhà.

Sở Y tế Hà Nội đánh giá ""tình hình dịch diễn biến rất phức tạp"". Dự kiến có thể sẽ tiếp tục ghi nhận các ca mắc mới do bệnh nhân đã có quá trình sinh hoạt tại nơi ở và tiếp xúc với một số người thân khi về nước. Ngoài ra những người tiếp xúc gần với cô bày đã đi lại nhiều nơi.

UBND TP tiếp tục phối hợp với sân bay Nội Bài thu thập thông tin 217 hành khách và phi hành đoàn đi cùng chuyến VN00054 với bệnh nhân. Đồng thời tiếp tục rà soát những người đã từng tiếp xúc với bệnh nhân và những người tiếp xúc với người tiếp xúc bệnh nhân để cách ly.

""Hà Nội tiếp tục rà soát để cách ly những nhóm người nói trên trong thời gian sớm nhất"", ông Hiền nói.

Đại diện Cục Quản lý xuất nhập cảnh, Bộ Công An, cho biết đã trích xuất dữ liệu chuyến bay và số hành khách trên chuyến bay. Cục đề nghị Ban Chỉ đạo Quốc gia Phòng chống dịch gửi danh sách người tiếp xúc gần bệnh nhân cho các địa phương để tiến hành cách ly. Danh sách 150 người nước ngoài ngồi cùng chuyến bay cũng được Cục chuyển các đơn vị liên quan để thực hiện kiểm soát.

Bí thư Thành ủy Hà Nội Vương Đình Huệ ""mong người dân bình tĩnh, không nên đổ xô đi mua hàng trong siêu thị"".

""Thành phố đảm bảo sẽ cung cấp đủ hàng nhu yếu phẩm cho người dân. Vì vậy mong người dân bình tĩnh"", Bí thư Huệ khẳng định.

Bệnh nhân số 17 là một phụ nữ 26 tuổi tên Nhung ở Hà Nội, cuối tháng 2 sang Anh và Italy, tại Anh tiếp xúc với chị gái là người bệnh Covid-19. Cô này trở lại Hà Nội ngày 2/3, không khai báo y tế khi nhập cảnh. Ngày 5/3, bệnh nhân sốt, đi khám Bệnh viện Hồng Ngọc sau đó sang Bệnh viện Nhiệt đới Trung ương, xác nhận dương tính nCoV tối 6/3.

Tính đến 8h ngày 7/3 cả nước đã ghi nhận 17 trường hợp dương tính với Covid-19. Hà Nội có ca dương tính đầu tiên.

Theo VnExpress
    ",1583528946,85,3,4.0,0
2134,6c82a81e0eb2ee87dc5b0c2b7d3b7e98,Người ta đồn ông Thượng tá Võ Đình Thường là con rẻ của lãnh đạo chủ đầu tư trạm thu phí BOT Biên Hòa. Chắc lưng cũng ít có bự lắm à nhen,1589293901.0,74,5,10,1
693,14d0d451b8b8b08441ae15ee3db18b4d,"Sáng 30/3, cụ Nguyễn Văn Thái (89 tuổi, trú ở thôn Bắc Tiến, xã Thạch Ngọc, huyện Thạch Hà, Hà Tĩnh) đã một mình đạp xe đến địa điểm cách ly của xã xin được ủng hộ tiền chống dịch Covid-19. Nhận được số hàng ủng hộ: 1kg gạo (túi nhỏ màu đen), 1 quả bầu, 1 bó rau muống, 1 túi rau vặt và 20 nghìn đồng của cụ ông này khiến cho các cán bộ và người dân ở đây vô cùng xúc động. Cụ Thái vui vẻ cho biết, hàng ngày được nghe truyền thanh xã, xem ti vi đều phát đi thông điệp cả nước đan...g chung tay chống dịch Covid-19. Mặc dù tuổi cao, sức yếu nhưng cụ vẫn muốn đóng góp một phần nhỏ bé của mình, và cũng để làm gương khích lệ con cháu cùng chung tay hành động bằng những việc làm cụ thể. (Cre: CafeF) Xem thêm",1585558339.0,13000,766,2600,0
1513,f5fc512b5ab4ed287251eba6d39040e3,"<URL>
“<URL>ên người có 1 con dao to đi cùng với cô Toan lao vào đánh tôi lên các bộ phận đầu, ngực, bụng, vai, gáy…làm cho tôi bị đa thương tích trên cơ thể..... Không những vậy, cháu Phạm Huy Hoàng còn dùng con dao mà mình mang từ tầng 3 xuống chém vào đầu tôi nhưng do tôi lấy tay đỡ được nên phần bàn tay tôi bị một vết thương nghiêm trọng...”",1587979567.0,4,0,,0
3101,a117312f796a22e364b8e241b8cb91eb,"Dù ai xuống phố lên đàng
Nhớ ngày công bố bảng vàng Neptune!

😎 Những ngày qua, Ban giám khảo đã làm việc cật lực để chọn ra 10 câu khẩu hiệu xuất sắc nhất trong số hàng ngàn câu khẩu hiệu được gửi về tham gia Cuộc thi sáng tác khẩu hiệu tranh cổ động phòng chống Cô Vy.

Hãy cùng VnExpress chờ đợi thêm một chút nữa, kết quả sẽ có vào ngày 28/04 nhé! 😉

👉 Trong thời gian chờ, đừng quên xem lại 2 bộ tranh chủ đề “Thời gian chất lượng điểm 10” đã truyền cảm hứng cho cuộc thi lần này:
⭐ Bộ tranh “Gia đình”: <URL>
⭐ Bộ tranh “Cộng đồng”: <URL>

#CungNeptunechongCoVy #Thoigianchatluongdiem10     ",1587973666,12,0,0.0,0
1933,cf0c2d68d52bb3d1e700a65b1fc888dc,Vai trò của tổ dân phố trong công tác phòng chống dịch từ cộng đồng.,1583974801,1098,17,68.0,0
2171,cef824510d7fdb44e5692e486788d510,"# **Hiệu quả từ mô hình “dân vận khéo” ở Hà Nội**
# Thấm nhuần sâu sắc tư tưởng của Chủ tịch Hồ Chí Minh “dân vận khéo thì việc gì cũng thành công”, thời gian qua, Đảng bộ thành phố Hà Nội có nhiều đổi mới trong công tác dân vận theo hướng chủ động, thiết thực, tập trung vào những việc mới, việc khó. Qua đó, phát huy sức mạnh đại đoàn kết toàn dân tộc, củng cố, tăng cường mối quan hệ gắn bó máu thịt giữa Đảng, chính quyền với nhân dân, góp phần quan trọng vào sự phát triển của Thủ đô và cả nước.
# **Tập trung vào việc mới, việc khó**
# Dù được nhận khá nhiều lời giới thiệu từ trước, nhưng khi tận mắt chứng kiến, chúng tôi vẫn không khỏi bất ngờ, thán phục trước sự khang trang, sạch sẽ của các tuyến phố thuộc tổ dân phố 17 phường Khương Mai, quận Thanh Xuân. “Nếu các anh chị đến đây vào ngày cuối tuần sẽ thấy tuyến phố sạch hơn, bởi các hộ dân trong tổ đều chung tay dọn dẹp vệ sinh những khu vực công cộng”, Tổ trưởng dân phố Nguyễn Đức Châu nói.
# Năm 2015, xuất phát từ thực tiễn, phong trào “bốn không” được ra đời tại tổ dân phố 17, gồm: Không có tệ nạn xã hội; không để xảy ra vi phạm trật tự xây dựng; không lấn chiếm vỉa hè, lòng đường; không có hộ nghèo. Xác định đây vừa là trách nhiệm, cũng vừa là quyền lợi của chính gia đình mình khi xây dựng mô hình ngõ phố xanh, sạch, đẹp, an toàn, cho nên tất cả các hộ dân của tổ dân phố đều đồng thuận hưởng ứng, tham gia nhiệt tình. Năm 2018, sau khi đạt được những kết quả rõ nét, trên cơ sở gợi ý của lãnh đạo thành phố, tổ dân phố 17 đã mạnh dạn nâng cấp thực hiện thêm một tiêu chí là không rác thải để trở thành mô hình “năm không”. Ông Nguyễn Đức Châu cho biết: “Chúng tôi kiên trì tuyên truyền, vận động người dân tích cực dọn dẹp vệ sinh, đổ rác thải đúng nơi, đúng giờ. Bên cạnh đó, tổ mạnh dạn huy động nguồn lực xã hội hóa, lắp đặt ca-mê-ra tại một số khu vực “nóng”, để vừa bảo đảm an ninh trật tự, vừa có bằng chứng nhắc nhở hộ vi phạm”.
# Chủ tịch UBND phường Khương Mai Lưu Đình Lượng cho biết, từ mô hình hiệu quả tại tổ dân phố 17, phường đã triển khai nhân rộng mô hình này tại chín tổ nữa và thật sự tạo chuyển biến tại cơ sở. Hệ thống chính trị ở cơ sở hoạt động hiệu quả, người dân đồng thuận tham gia vào những công việc chung, cho nên giúp chính quyền phường “nhàn” hơn rất nhiều trong công tác quản lý, giúp cho địa bàn khang trang, sạch đẹp hơn nhiều.
# Nói về vai trò của công tác dân vận tại cơ sở, Chủ tịch UBND phường Phương Mai (quận Đống Đa) Hoàng Thị Bảo Phương đánh giá, nếu không có “cánh tay nối dài” tại các tổ dân phố, sẽ khó thực hiện tốt được các nhiệm vụ chính trị. Tháng 3-2020, Bệnh viện Bạch Mai trở thành ổ dịch Covid-19 trong cả nước, phường Phương Mai trở thành “điểm nóng” khi có rất nhiều người bệnh, người nhà và cả một số cán bộ, bác sĩ cư trú trên địa bàn. “Bất kể ngày đêm, các cán bộ tổ dân phố, MTTQ, các đoàn thể của phường đều vào cuộc với tinh thần trách nhiệm cao, đến từng hộ dân để rà soát, kiểm tra; rồi tham gia giám sát, giúp đỡ các trường hợp bị cách ly tại gia đình”, bà Hoàng Thị Bảo Phương chia sẻ.
# Là một người thuộc diện cách ly ở nhà vì tiếp xúc gần với người bệnh mắc Covid-19, chị N.T.N ở phường Phương Mai bày tỏ sự xúc động vì thường xuyên được các bác ở tổ dân phố quan tâm, giúp đỡ mua giúp thực phẩm, đồ dùng sinh hoạt, thậm chí giúp cả việc đổ rác. Chị N cho biết: “Hết thời gian cách ly, việc tôi làm đầu tiên là viết thư cảm ơn các bác, những người đã hết lòng giúp tôi cùng gia đình vượt qua giai đoạn khó khăn này”.
# Không chỉ tập trung vào những việc mới, việc khó, thực tế tại Hà Nội cho thấy phong trào thi đua “dân vận khéo” được triển khai sâu rộng trong các lĩnh vực của đời sống xã hội, gắn kết chặt chẽ với các cuộc vận động, các phong trào thi đua trong các tầng lớp nhân dân, nhất là việc đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, cuộc vận động “Toàn dân đoàn kết xây dựng nông thôn mới, đô thị văn minh”, thực hiện dân chủ ở cơ sở… Việc xây dựng các mô hình, điển hình “dân vận khéo” được triển khai đồng bộ trong bốn lĩnh vực: kinh tế, văn hóa - xã hội, quốc phòng - an ninh, xây dựng hệ thống chính trị. Và thực hiện theo ba cấp: thành phố; quận, huyện, thị ủy, đảng ủy trực thuộc thành ủy và cấp cơ sở (xã, phường, thị trấn, doanh nghiệp). Các mô hình “dân vận khéo” được đăng ký ngay từ đầu năm để làm tiêu chí thực hiện và đánh giá thi đua dịp cuối năm. Kết quả năm 2019, thành phố có 9.931 mô hình, điển hình “dân vận khéo”, trong đó, cấp thành phố là 764 mô hình; cấp quận, huyện, thị ủy, đảng ủy trực thuộc thành ủy có 2.852 mô hình; cấp cơ sở có 6.315 mô hình.
# Từ đó đã xuất hiện nhiều cách làm hay, mô hình tiêu biểu. Trong dân vận chính quyền, có các mô hình “Xây dựng trang thông tin điện tử tiếp nhận ý kiến của người dân về chất lượng phục vụ của đội ngũ công chức, viên chức” của Sở Nội vụ Hà Nội, mô hình “Xây dựng tổ dân phố điện tử ứng dụng công nghệ thông tin” của tổ dân vận tổ dân phố số 7, phường Đức Thắng (quận Bắc Từ Liêm). Tại các địa bàn dân cư có nhiều mô hình “dân vận khéo” về giữ gìn an ninh chính trị, trật tự an toàn xã hội được triển khai, như mô hình “Xây dựng đội tuyên truyền cơ động quận Hà Đông” của Hội Cựu chiến binh quận Hà Đông; mô hình “Vận động các hộ gia đình trang bị bình bọt phòng cháy, chữa cháy tại các khu tập thể phường Thượng Đình”, quận Thanh Xuân; mô hình “Tuyến đê nở hoa và lắp ca-mê-ra quan sát tại đường Nguyễn Khoái” của UBND phường Thanh Trì (quận Hoàng Mai). Ở khu vực ngoại thành, có mô hình vận động nhân dân xây dựng thư viện 270 triệu đồng và hơn 2.000 đầu sách phục vụ đọc và mượn miễn phí của Chi bộ thôn An Vọng, xã Hoàng Diệu (huyện Chương Mỹ), mô hình tặng thẻ bảo hiểm y tế cho hộ nghèo, giúp đỡ người nghiện ma túy tái hòa nhập cộng đồng của xã Đan Phượng (huyện Đan Phượng)…
# **Bớt hành chính, sát dân hơn**
# Qua hơn 10 năm triển khai, tại Hà Nội, phong trào “Dân vận khéo” được các cấp, các ngành từ thành phố đến cơ sở đẩy mạnh chỉ đạo và tổ chức thực hiện, cho nên đã có sức lan tỏa và đạt hiệu quả thiết thực. Các chỉ số đánh giá hiệu quả hoạt động của chính quyền thành phố Hà Nội được cải thiện qua các năm. Năm 2019, chỉ số năng lực cạnh tranh cấp tỉnh (PCI) của Hà Nội tăng hơn 3 điểm, tiếp tục trụ vững ở vị trí thứ chín trong bảng xếp hạng, thuộc nhóm các địa phương có chất lượng điều hành tốt. Chỉ số cải cách hành chính cấp tỉnh (PAR INDEX) xếp thứ hai trong số 63 tỉnh, thành phố, tăng bảy bậc so với năm 2015. Đáng chú ý, từ đầu năm đến nay, dù chịu tác động tiêu cực từ diễn biến phức tạp, khó lường của dịch Covid-19, song Hà Nội vẫn duy trì tốc độ tăng trưởng kinh tế (GRDP) quý I đạt 3,72%. Quan trọng hơn, nhờ làm tốt công tác dân vận, nắm tình hình nhân dân, phối hợp tuyên truyền, vận động các tầng lớp nhân dân thực hiện nghiêm các biện pháp phòng, chống dịch, Hà Nội dù là địa phương chịu ảnh hưởng nặng nề nhất của dịch Covid-19, đến nay đang từng bước khôi phục, chuyển sang giai đoạn thực hiện nhiệm vụ kép, vừa chống dịch, vừa phát triển kinh tế.
# Để có được những kết quả trên, theo Trưởng Ban Dân vận Thành ủy Hà Nội Nguyễn Thị Tuyến, công tác dân vận của thành phố đang từng bước được đổi mới, khắc phục tình trạng hành chính hóa, đi vào cụ thể hơn. Trong công tác dân vận chính quyền, bên cạnh việc chủ động xây dựng cơ chế phối hợp với Ban Cán sự đảng UBND thành phố, Ban Dân vận Thành ủy đẩy mạnh giám sát thông qua hoạt động của MTTQ và các đoàn thể, trong đó tập trung giám sát chuyên đề những vấn đề, nội dung “nóng” dễ phát sinh tiêu cực như thuế, trật tự xây dựng, giải phóng mặt bằng… để có những kiến nghị cụ thể với các cơ quan quản lý.
# Trong công tác phòng, chống dịch Covid-19, hệ thống dân vận từ thành phố đến 5.100 tổ dân vận ở cơ sở cũng chủ động vào cuộc theo đúng tinh thần “đến từng ngõ, gõ từng nhà” để tuyên truyền, vận động người dân chấp hành nghiêm túc các chỉ đạo của Trung ương và thành phố. Khi một số địa bàn phải thực hiện cách ly, cán bộ dân vận vừa nắm bắt tâm tư, động viên nhân dân, vừa tham gia giúp đỡ bà con. Chính sự vào cuộc này đã góp phần quan trọng giúp thành phố chiến thắng dịch bệnh và tạo niềm tin rất lớn trong nhân dân.
# Trong buổi làm việc mới đây với Ban Dân vận Thành ủy Hà Nội, Bí thư Thành ủy Hà Nội Vương Đình Huệ đánh giá cao vai trò của hệ thống dân vận Thủ đô, góp phần quan trọng tăng cường mối quan hệ gắn bó mật thiết giữa nhân dân với Đảng. Để nâng cao hiệu quả công tác dân vận, đồng chí nhấn mạnh yêu cầu công tác dân vận cần phải gần dân, sát dân, hiểu dân; công tác dân vận ở cơ sở phải công khai, minh bạch theo đúng các nguyên tắc xây dựng Đảng, không để dân chủ cơ sở chỉ là hình thức. Đồng thời đề nghị, Ban Dân vận Thành ủy và hệ thống dân vận các cấp cần có nhiều kế hoạch, đề án và nhiều mô hình “dân vận khéo” hơn, để công tác dân vận thật sự đi vào cuộc sống, tạo sự đồng thuận từ cơ sở.

AN TRÂN VÀ KHẢI LÂM.

",1589809636.0,2,0,,0
2073,d0e214de381592b2fe067931dbfb16d4,"❤❤️❤️ 👉👉Lý lịch của phó thủ tướng Vũ Đức Đam . -Không con ông cháu cha - Gia đình nông dân - Đi du học rồi về cống hiến... - Chạy xe máy đi làm - Quan tâm,hết lòng vì dân -Mỗi khi về quê, trẻ già vui như hội  ❤️❤️❤️😊❤️ Và đó là những người hùng của nước Việt Nam  trong cuộc chiến chống dịch COVID 19.  Infor người đàn ông trong hình: - Họ và tên: Vũ Đức Đam - Quê quán : Xã Ngũ Hùng (Đội 3 thôn Cụ Trì ) huyện Thanh Miện - Tỉnh Hải Dương . - DOB: 03/02/1963 - Học vấn: Tiến sĩ kinh tế - Chức vụ: Phó Thủ tướng Chính phủ Việt Nam. Trưởng ban chỉ đạo quốc gia Phòng chống dịch bệnh viêm phổi cấp. Ca thứ 45  rồi 😭😭😭 ❤Hãy nghe bác Vũ Đức Đam nói: • Ở nhà nhiều nhất có thể, nếu không có việc gì cần thiết, đừng ra đường. • Nếu phải ra thì hãy đeo khẩu trang, rửa tay, tránh tiếp xúc gần (tối thiểu 1m) • Nếu thấy bản thân có vấn đề, đừng sợ, hãy gọi 2 số đường dây nóng: 1<PHONE> và 1<PHONE> (đừng đi khám ở bv ,k lại cách ly cả Bệnh viện luôn).  2 tuần cô đơn - cả đời hạnh phúc. HÃY VÌ GIA ĐÌNH VÀ CỘNG ĐỒNG Mỗi người 1 tay, đoàn kết thì kiểu gì cũng chiến thắng... Tôi tin Việt Nam chúng ta lắm 🇻🇳🇻🇳  Hãy chia sẻ nếu bạn cảm thấy nó có ý nghĩa với cộng đồng Nguồn TH Hải Dương Xem thêm",1584145353.0,3500,16,2900,0
1048,2fd1f6832299b40d56009dc00778cfdb,"Nếu việc mua vào thành công, ông Trịnh Văn Quyết sẽ nâng sở hữu tại Tập đoàn FLC lên hơn 165,4 triệu cổ phiếu, tương ứng tỷ lệ sở hữu là 23,3%. Trước đó, tỷ lệ sở hữu của ông Quyết tại FLC là 21,19%; tương ứng với hơn 150,4 triệu cổ phiếu.",1592882400.0,5,1,,0
2700,ed256adf5ae1c3f9a665007030cba5a8,"Cho rằng việc TQ áp dụng luật an ninh quốc gia với Hong Kong là làm suy yếu nguyên tắc “một quốc gia, hai chế độ”, EU mới đây cảnh báo TQ sẽ phải gánh hậu quả nếu xúc tiến ban hành luật này.

",1592887508.0,13,0,1,0
2914,dd53ece646fcf30d464ed51884e893a9,"Quả thật đã đến lúc Chánh Án Nguyễn Hòa Bình phải “bạo tay” để sống còn. Không còn cách nào khác, vì sinh mạng chính trị của ông, gia đình ông, vì những cơ ngơi đồ sộ mà ông đã dùng biết bao “xương máu kẻ khác”mới xây dựng được như hôm nay.
",1589141549.0,137,21,27,1
3533,512679af778f40361381b65d77ec72cd,Tạm Giữ 15 Đối Tượng Tụ Tập Đua Xe Trái Phép Tại Hồ Hoàn Kiếm,1586592437,38,9,5.0,0
2112,ee8d823b87daf50dd6612ec8e387bb48,"TỌA ĐÀM COVID-19: CHIA SẺ GÁNH NẶNG VỚI NHÀ NƯỚC

Hiện nay, lượng lớn người cách ly vì Covid-19 đã đặt sức ép lớn lên ngân sách của Nhà nướ<URL>ước sức ép đó, một giải pháp được đưa ra là để người cách ly đóng góp một phần chi phí cách ly. Tuy nhiên, câu hỏi được đặt ra là làm thế nào để những người thu nhập thấp không may trong diện nghi nhiễm vừa có thể đóng góp khoản chi phí này mà vẫn yên tâm cách ly chống dịch.",1585271338,433,50,52.0,0
3115,1a203ce01e7ed566261e775996c28020,"4 con quan ở Quảng Ngãi đi du học không về tỉnh làm việc chỉ mới nộp lại 1,1 tỷ trong tổng số 9,8 tỷ đồng.",1588857448.0,9,2,2,0
580,ba75f1880d5d76eeb00495f759bcc723,"KHẨU TRANG TẨM MUỐI có thể diệt virus Corona trong 5 phút. Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống Corona, con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo. Hôm nay, 1 nhà khoa học Canada vừa tìm ra được phương pháp là nếu khẩu trang có tẩm muối, Corona dính vào có thể bị vô hiệu hoá trong vòng 5 phút, và tiêu diệt hoàn toàn trong 30 phút.... Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây: 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan, hoặc ít nhất là ở trạng thái bão hoà. 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Với khẩu trang N95 thì không nên tẩm muối (có thể làm hư luôn khẩu trang N95). Có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn có thể giết được tất cả những virus cúm khác trong không khí! Mọi người lưu ý giùm mình 1 chút: Cách này chỉ có tác dụng khi là muối kết tinh (cho nên mới yêu cầu là phải phơi khẩu trang thật khô). Còn nước muối thì ko có tác dụng gì với corona đâu nha, nên đừng đọc cái này rồi cho rằng súc miệng nước muối, nhỏ mắt/mũi bằng nước muối, tắm bằng nước muối là kháng được corona Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn Xem thêm",1581245524.0,64,14,12,1
2059,9c9deb40533c7a110d6d3e337f2c2220,"Theo Nghị định 70/2020/NĐ-CP ký hôm nay (28/6), xe ô tô lắp ráp sản xuất trong nước được hưởng ưu đãi giảm phí trước bạ 50% từ ngày 28/6/2020.",1593317086,4,0,0.0,0
3443,70a149e433119b48d47be21d7952e692,"Dự thảo Luật Đầu tư theo phương thức đối tác công - tư: Bên cho vay dự án PPP không có quyền ""quá lớn""",1586998095,1,0,0.0,0
3621,1a09642caa48cdb68f78843cd3d29f08,"Trò mèo của cái gọi là tòa án VN, làm đủ mọi trò bẩn để ngăn cản luật sư tham gia và hành LS phải đi lại... càng thể hiện sự thối nát & vô pháp của ngành tư pháp VN. Vụ án oan hơn chục năm tốn bao giấy mực báo chí với hiện trường giả và đủ mọi gian dối, 4 người liên quan xử án đã đột tử mà tòa án còn chưa biết sợ luật nhân quả.
Tam trụ triều đình ngồi đó biết cả mà sao im lặng làm ngơ?
Trong khi VTV còn nói như cái loa phường vẹm của toà, vẫn bao biện không muốn sửa sai.

Hôm nay là án oan cho Hồ Duy Hải, ngày mai bất kỳ ai cũng có thể sẽ là nạn nhân tiếp theo. Hãy lên tiếng!",1588878590.0,58,27,4,1
1446,dd63d56313f21bb71f08a9a1ae28ab3c,"Theo báo cáo của Viện Vệ sinh dịch tễ Trung ương ngày 16/3, Bộ Y tế xác nhận Việt Nam có thêm ca nhiễm Covid-19 mới số 58 và 59.

#LaChanVirusCorona",1584337117,1694,50,112.0,0
2779,c992f903a746d2af6116803f4367d67f,"Trong quá trình PV Oil xin chủ trương đầu tư, liên doanh và xây dựng Nhà máy ethanol Bình Phước, lãnh đạo PV Oil thời kỳ này là các ông Nguyễn Sinh Khang, Chủ tịch HĐQT PV GAS;  Lê Như Linh, Tổng giám đốc Tổng CTCP Điện lực Dầu khí Việt Nam - PV Power và ông Nguyễn Xuân Sơn “ít nhiều” có phần trách nhiệm về những thua lỗ, mất hàng trăm tỷ đồng của Nhà nước, sai phạm trong quá trình đầu tư tại OBF mà kiểm toán Nhà nước đã chỉ rõ.",1588598152.0,3,0,,0
1025,6af1dfef70669f7070e84d7bd3d28cb7,"Bộ trưởng nói sẽ thay thế giống ngựa trong đoàn kỵ binh bằng giống ngựa Bắc Hà, một giống ngựa trong nước.",1591629477.0,54,89,6,0
4246,1baec561ffc9c0f7bfb451bacfacbe4b,"(450.000 người ký tên kêu gọi Quốc hội Mỹ điều tra quỹ Bill Gates vì tội ác chống lại nhân loại)
  •15:10, 30/04/20•

Dịch viêm phổi Vũ Hán hoành hành trên toàn thế giới. Hiện tại, rất nhiều nước đã đứng ra kêu gọi điều tra truy cứu trách nhiệm của chính quyền Trung Quốc vì giấu giếm thông tin gây ra đại dịch toàn cầu. Trong khi đó, Bill Gates luôn lên tiếng bênh vực Trung Quốc và Tổ chức Y tế Thế giới. Mới đây, hơn 450.000 người đã ký tên kêu gọi Quốc hội Mỹ điều tra quỹ Bill Gates về những sai lầm y tế và tội ác chống lại nhân loại.
......",1588243289.0,4,1,1,1
1206,8a216123047e5bb3cf1fd706927ae123,"Thời điểm này, các em học sinh đã ra cổng và được phụ huynh chở về nên may mắn không có thương vong.

   ",1590720367,2896,50,203.0,0
1751,9c24f2b43fcbe8048f3059d0adef4ec0,[<URL>](<URL>),1590538662.0,17,5,,0
2834,afe38cc5990ec4cb038d712931f392c6,VinSmart vừa bất ngờ chiếm lĩnh 16.7% thị phần điện thoại thông minh Việt Nam. Bạn nghĩ gì về điều này?,1586390634,57,4,2.0,0
73,5ac8c4217118ed0fcba8858133cf34d5,"Bệnh nhân phải trả 3000 USD cho phí xét nghiệm Covid-19 ở Mỹ

Một công dân Mỹ tên là Osmel Martinez Azcue làm việc ở Trung Quốc và trở về Miami vào hồi tháng Giêng. Ông này có triệu chứng Covid-19 và đã làm xét nghiệm. Tổng chi phí phải trả là 3,270 đô la mỹ.

Nguồn: Miami Herald",1584723600.0,367,38,24,1
